id,title,Publish Time,Mission,Methods,Object
395,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022ApJS..261...33D"", ""Photometric Metallicity Prediction of Fundamental-mode RR Lyrae Stars in the Gaia Optical and K $_ s $ Infrared Wave Bands by Deep Learning"")",2022-8-1,Prediction-Regression,LSTM,Stars
396,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022ApJ...935..166L"", ""Star Cluster Formation and Evolution in M101: An Investigation with the Legacy Extragalactic UV Survey"")",2022-8-1,Object Detection,CNN,Star Clusters
397,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022ApJ...935..138G"", ""GaMPEN: A Machine-learning Framework for Estimating Bayesian Posteriors of Galaxy Morphological Parameters"")",2022-8-1,Statistical Inference,BNN,Galaxies
399,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022ApJ...935...90T"", ""Convolutional Neural Networks for Searching Superflares from Pixel-level Data of the Transiting Exoplanet Survey Satellite"")",2022-8-1,Object Detection,CNN,Solar
400,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022ApJ...935...30V"", ""Inferring Halo Masses with Graph Neural Networks"")",2022-8-1,Prediction-Regression,GNN,Galaxies
401,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022ApJ...935...23G"", ""Improving Astronomical Time-series Classification via Data Augmentation with Generative Adversarial Networks"")",2022-8-1,Generation,GAN,Stars
402,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022ApJ...934..176P"", ""Predicting the Geoeffectiveness of CMEs Using Machine Learning
"")",2022-8-1,Prediction,NN:MLP,Solar
403,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022AJ....164...49D"", ""Identifying Exoplanets with Deep Learning. IV. Removing Stellar Activity Signals from Radial Velocity Measurements Using Neural Networks"")",2022-8-1,Prediction-Regression,NN:MLP and Conv1D,Planet
404,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022A&A...664A.134S"", ""Deep learning-based imaging in radio interferometry"")",2022-8-1,Data Reconstruction,CNN:ResNet,Galaxies
405,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022A&A...664A..81M"", ""O'TRAIN: A robust and flexible `real or bogus' classifier for the study of the optical transient sky"")",2022-8-1,Object Classification,CNN,Transient
406,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022A&A...664A..71N"", ""Toward on-sky adaptive optics control using reinforcement learning. Model-based policy optimization for adaptive optics"")",2022-8-1,Optimization,RL,Instruments/Software/Methods
407,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022A&A...664A..59M"", ""Exoplanet cartography using convolutional neural networks"")",2022-8-1,Object Detection,CNN,Planet
408,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022A&A...664A..37T"", ""Revisiting the Pushchino RRAT search using a neural network"")",2022-8-1,Object Detection,LSTM,Stars
410,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022A&A...664A...8M"", ""Spatio-temporal analysis of chromospheric heating in a plage region"")",2022-8-1,Prediction,NN:MLP,Solar
411,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022A&A...664A...4T"", ""Finding strong gravitational lenses through self-attention. Study based on the Bologna Lens Challenge"")",2022-8-1,Object Detection,Transformer,Gravitational Lenses
412,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022PhRvD.106b4025Y"", ""Assessing the impact of non-Gaussian noise on convolutional neural networks that search for continuous gravitational waves"")",2022-7-1,Object Detection,CNN:Conv1D,Gravitational Waves
413,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022PhRvD.106b3032K"", ""Fast sky localization of gravitational waves using deep learning seeded importance sampling"")",2022-7-1,Prediction,CNN:Conv1D,Gravitational Waves
414,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022MNRAS.514..943B"", ""Using machine learning to identify extragalactic globular cluster candidates from ground-based photometric surveys of M87"")",2022-7-1,Object Detection,NN:MLP,Star Clusters
415,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022ApJ...934...83N"", ""Eliminating Primary Beam Effect in Foreground Subtraction of Neutral Hydrogen Intensity Mapping Survey with Deep Learning"")",2022-7-1,Data Reconstruction,Unet,Cosmology
416,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022ApJ...933..241B"", ""Data-driven Derivation of Stellar Properties from Photometric Time Series Data Using Convolutional Neural Networks"")",2022-7-1,Prediction-Regression,CNN:Conv1D,Stars
419,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022A&A...663A.112M"", ""Stellar mass and radius estimation using artificial intelligence"")",2022-7-1,Prediction-Regression,NN:MLP,Stars
420,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022A&A...663A..81D"", ""Evaluating the feasibility of interpretable machine learning for globular cluster detection"")",2022-7-1,Object Detection,NN:MLP,Star Clusters
421,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022A&A...663A..69N"", ""ShapeNet: Shape constraint for galaxy image deconvolution"")",2022-7-1,Data Reconstruction,Unet,Galaxies
422,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022RAA....22f5014Z"", ""Galaxy Spectra Neural Networks (GaSNets). I. Searching for Strong Lens Candidates in eBOSS Spectra Using Deep Learning"")",2022-6-1,Object Detection,CNN:Conv1D,Gravitational Lenses
423,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022PhRvD.105l3027Z"", ""Detecting gravitational waves from extreme mass ratio inspirals using convolutional neural networks"")",2022-6-1,Object Detection,CNN:Conv1D,Gravitational Waves
424,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022MNRAS.513.1742G"", ""Machine learning for fast transients for the Deeper, Wider, Faster programme with the Removal Of BOgus Transients (ROBOT) pipeline"")",2022-6-1,Data Processing,CNN,Transient
426,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022MNRAS.513..648C"", ""Predicting the black hole mass and correlations in X-ray reverberating AGNs using neural networks"")",2022-6-1,Prediction-Regression,NN:MLP,AGN
427,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022MNRAS.513..333R"", ""Emulating Sunyaev-Zeldovich images of galaxy clusters using autoencoders"")",2022-6-1,Generation,VAE:cVAE,Galaxies
428,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022MNRAS.512.5848D"", ""Black hole weather forecasting with deep learning: a pilot study"")",2022-6-1,Prediction,Unet,Black Hole
429,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022MNRAS.512.5580S"", ""Legacy Survey of Space and Time cadence strategy evaluations for active galactic nucleus time-series data in Wide-Fast-Deep field"")",2022-6-1,Prediction-Regression,RNN:sRNN,AGN
430,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022MNRAS.512.5010C"", ""Extracting the 21-cm power spectrum and the reionization parameters from mock data sets using artificial neural networks"")",2022-6-1,Prediction-Regression,NN:MLP,Cosmology
431,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022ApJS..260...35W"", ""Identification of New Classical Be Stars from the LAMOST Medium Resolution Survey"")",2022-6-1,Object Detection,CNN:ResNet,Stars
432,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022ApJ...932..118C"", ""Searching for Anomalies in the ZTF Catalog of Periodic Variable Stars"")",2022-6-1,Anomaly Detection,VAE,Stars
433,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022ApJ...932..107S"", ""Mining for Strong Gravitational Lenses with Self-supervised Learning"")",2022-6-1,Object Detection,CNN,Gravitational Lenses
434,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022ApJ...932...99S"", ""\ensuremath\alpha-deep Probabilistic Inference (\ensuremath\alpha-DPI): Efficient Uncertainty Quantification from Exoplanet Astrometry to Black Hole Feature Extraction"")",2022-6-1,Statistical Inference,Flow:Normalizing Flow,Black Hole
435,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022ApJ...932...81G"", ""Searching for Broadband Pulsed Beacons from 1883 Stars Using Neural Networks"")",2022-6-1,Object Detection,CNN,Planet
436,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022ApJ...931..163S"", ""Predicting Solar Flares Using CNN and LSTM on Two Solar Cycles of Active Region Data"")",2022-6-1,Prediction,LSTM:LSTM+CNN,Solar
437,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022ApJ...931..136Z"", ""Li-rich Giants in LAMOST Survey. III. The Statistical Analysis of Li-rich Giants"")",2022-6-1,Prediction-Regression,NN:MLP,Stars
438,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022AJ....163..292P"", ""Correlated Read Noise Reduction in Infrared Arrays Using Deep Learning"")",2022-6-1,Prediction-Regression,CNN:CNN+GRU,Instruments/Software/Methods
439,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022A&A...662A.108A"", ""Convolutional neural networks as an alternative to Bayesian retrievals for interpreting exoplanet transmission spectra"")",2022-6-1,Prediction-Regression,CNN:Conv1D,Planet
440,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022A&A...662A.105G"", ""Implementation paradigm for supervised flare forecasting studies: A deep learning application with video data"")",2022-6-1,Prediction,CNN:CNN+LSTM(LRCN),Solar
441,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022A&A...662A..48T"", ""Convolutional neural network-reconstructed velocity for kinetic SZ detection"")",2022-6-1,Prediction-Regression,CNN,Galaxies
442,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022A&A...662A..36L"", ""Photometric redshift estimation with convolutional neural networks and galaxy images: Case study of resolving biases in data-driven methods"")",2022-6-1,Prediction-Regression,CNN,Galaxies
443,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022RAA....22e5002Z"", ""Classifying Galaxy Morphologies with Few-shot Learning"")",2022-5-1,Object Classification,CNN,Galaxies
444,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022PhRvD.105j3533L"", ""Discovering the building blocks of dark matter halo density profiles with neural networks"")",2022-5-1,Prediction,VAE,Cosmology
446,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022MNRAS.512.4593Z"", ""Extracting photometric redshift from galaxy flux and image data using neural networks in the CSST survey"")",2022-5-1,Prediction-Regression,CNN:InceptionNet,Galaxies
447,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022MNRAS.512.4136C"", ""What drives the scatter of local star-forming galaxies in the BPT diagrams? A Machine Learning based analysis"")",2022-5-1,Prediction-Regression,NN:MLP,Galaxies
448,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022MNRAS.512.3885L"", ""Estimating cluster masses from SDSS multiband images with transfer learning"")",2022-5-1,Prediction-Regression,CNN:ResNet,Galaxies
449,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022MNRAS.512.3464W"", ""Detecting gravitational lenses using machine learning: exploring interpretability and sensitivity to rare lensing configurations"")",2022-5-1,Object Detection,CNN,Gravitational Lenses
450,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022MNRAS.512.2025S"", ""A robust RFI identification for radio interferometry based on a convolutional neural network"")",2022-5-1,Object Detection,CNN,Instruments/Software/Methods
451,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022MNRAS.512.1696H"", ""Deep learning methods for obtaining photometric redshift estimations from images"")",2022-5-1,Prediction-Regression,CNN:InceptionNet,Cosmology
453,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022MNRAS.512.1045K"", ""Decomposition of stellar populations in CosmoDC2 galaxies using SCARLET and Deep Learning"")",2022-5-1,Prediction,NN:MLP,Galaxies
454,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022MNRAS.512..617K"", ""Emission-line diagnostics of H II regions using conditional invertible neural networks"")",2022-5-1,Prediction-Regression,CNN:cINN,Galaxies
455,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022ApJS..260...15R"", ""Time-domain Deep-learning Filtering of Structured Atmospheric Noise for Ground-based Millimeter Astronomy"")",2022-5-1,Denoising,LSTM,Instruments/Software/Methods
456,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022ApJS..260...13W"", ""Recovering the CMB Signal with Machine Learning"")",2022-5-1,Data Reconstruction,Unet,Cosmology
457,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022ApJS..260....9D"", ""Decreasing False-alarm Rates in CNN-based Solar Flare Prediction Using SDO/HMI Data"")",2022-5-1,Feature Extraction/Dim Reduction/Cluster,CNN:VGG,Solar
458,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022ApJS..260....6L"", ""Selection of the Main Control Parameters for the Dst Index Prediction Model Based on a Layer-wise Relevance Propagation Method"")",2022-5-1,Prediction-Regression,LSTM,Solar
459,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022ApJ...931...34F"", ""A Simulation-driven Deep Learning Approach for Separating Mergers and Star-forming Galaxies: The Formation Histories of Clumpy Galaxies in All of the CANDELS Fields"")",2022-5-1,Image Segmentation,CNN,Galaxies
462,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022ApJ...930..115K"", ""NECOLA: Toward a Universal Field-level Cosmological Emulator"")",2022-5-1,Simulation,CNN:V-Net,Cosmology
464,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022ApJ...930...79B"", ""21cmVAE: A Very Accurate Emulator of the 21 cm Global Signal"")",2022-5-1,Generation,VAE,Cosmology
465,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022ApJ...930...70H"", ""Spectroscopic Studies of Type Ia Supernovae Using LSTM Neural Networks"")",2022-5-1,Data Reconstruction,LSTM,Stars
466,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022ApJ...930...66Q"", ""Starduster: A Multiwavelength SED Model Based on Radiative Transfer Simulations and Deep Learning"")",2022-5-1,Simulation,NN:MLP,Galaxies
467,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022AJ....163..237D"", ""Shallow Transits-Deep Learning. II. Identify Individual Exoplanetary Transits in Red Noise using Deep Learning"")",2022-5-1,Object Detection,Unet,Planet
468,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022A&A...661A.118C"", ""Hunting for open clusters in Gaia EDR3: 628 new open clusters found with OCfinder"")",2022-5-1,Object Detection,CNN,Star Clusters
470,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022A&A...661A..52P"", ""North Ecliptic Pole merging galaxy catalogue"")",2022-5-1,Object Detection,CNN,Galaxies
471,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022PhRvD.105h3518F"", ""Full w CDM analysis of KiDS-1000 weak lensing maps using deep learning"")",2022-4-1,Statistical Inference,GNN:CGNN,Cosmology
472,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022PhRvD.105h3013M"", ""Ensemble of deep convolutional neural networks for real-time gravitational wave signal recognition"")",2022-4-1,Object Detection,CNN,Gravitational Waves
473,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022PhRvD.105h3007B"", ""Machine learning algorithm for minute-long burst searches"")",2022-4-1,Anomaly Detection,Unet,Gravitational Waves
474,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.5578R"", ""Vetting asteroseismic \ensuremath\Delta\ensuremath\nu measurements using neural networks"")",2022-4-1,Anomaly Detection,CNN,Stars
475,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.5120G"", ""Galaxy classification: a deep learning approach for classifying Sloan Digital Sky Survey images"")",2022-4-1,Object Classification,CNN,Galaxies
476,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.5032B"", ""Explaining deep learning of galaxy morphology with saliency mapping"")",2022-4-1,Explainable AI,CNN,Galaxies
477,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4946N"", ""Fraction of broad absorption line quasars in different radio morphologies"")",2022-4-1,Object Classification,CNN,Galaxies
478,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4490R"", ""Deep learning in searching the spectroscopic redshift of quasars"")",2022-4-1,Prediction-Regression,CNN:ResNet+Conv1D,Quasars
479,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.3768D"", ""MATRYOSHKA: halo model emulator for the galaxy power spectrum"")",2022-4-1,Simulation,NN:MLP,Galaxies
480,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.3446N"", ""Inferring astrophysics and dark matter properties from 21 cm tomography using deep learning"")",2022-4-1,Statistical Inference,CNN:CNN3D,Dark Matter
482,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.3063M"", ""The edge-on Galaxies in the Pan-STARRS survey (EGIPS)"")",2022-4-1,Object Detection,CNN,Galaxies
484,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.2218L"", ""Machine-learning prediction for mean motion resonance behaviour - The planar case"")",2022-4-1,Simulation,CNN:Conv1D,Planet
485,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022ApJS..259...51W"", ""The Value-added Catalog for LAMOST DR8 Low-resolution Spectra"")",2022-4-1,Prediction-Regression,NN:MLP,Stars
486,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022ApJ...929..160H"", ""Fast, High-fidelity Ly\ensuremath\alpha Forests with Convolutional Neural Networks"")",2022-4-1,Prediction,Unet,Cosmology
487,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022ApJ...929..152L"", ""Galaxy Light Profile Convolutional Neural Networks (GaLNets). I. Fast and Accurate Structural Parameters for Billion-galaxy Samples"")",2022-4-1,Prediction,CNN,Galaxies
488,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022ApJ...929..132V"", ""Cosmology with One Galaxy?"")",2022-4-1,Statistical Inference,NN:MLP,Galaxies
491,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2022ApJ...929...18Z"", ""A Pulsar Search Method Combining a New Feature Representation and Convolutional Neural Network"")",2022-4-1,Object Detection,CNN + GAN,Stars
